Configuration:    1
       1    0.9385710607E+00    0.3476258301E+04   -0.8331934463E+03
       2    0.9485710607E+00    0.3588559570E+04   -0.8421189020E+03
       3    0.9585710607E+00    0.3703253906E+04   -0.8482060138E+03
       4    0.9685710607E+00    0.3820366211E+04   -0.8506263587E+03
       5    0.9785710607E+00    0.3939921875E+04   -0.8503522022E+03
       6    0.9885710607E+00    0.4061946533E+04   -0.8497719233E+03
       7    0.9985710607E+00    0.4186464355E+04   -0.8487769733E+03
       8    0.1008571061E+01    0.4313501953E+04   -0.8468342739E+03
       9    0.1018571061E+01    0.4443083496E+04   -0.8439755507E+03
